Year,State,Top10_adj,Top5_adj,Top1_adj,Top05_adj,Top01_adj,Top001_adj
1940,Virginia,43.27,30.34,14.45,10.77,5.46,2.37
1940,Washington,41.53,27.79,12.02,8.48,3.74,1.07
1940,West Virginia,45.80,31.21,13.15,9.53,4.17,1.07
1940,Wisconsin,41.42,28.40,13.29,9.73,4.45,1.35
1940,Wyoming,42.27,28.83,12.93,9.08,3.64,1.10
1941,United States,41.93,29.99,15.79,11.86,5.81,1.98
1941,Alabama,42.04,32.85,16.18,12.15,5.81,1.68
1941,Arizona,39.36,26.82,12.45,8.99,3.98,1.08
1941,Arkansas,45.10,35.88,17.81,13.38,6.10,1.60
1941,California,37.42,25.80,13.27,9.84,4.62,1.40
1941,Colorado,43.66,30.96,15.40,11.43,5.61,2.06
1941,Connecticut,36.54,27.31,15.37,11.52,5.60,1.88
1941,Delaware,49.32,41.08,29.64,25.44,17.26,7.03
1941,District of Columbia,31.54,23.33,12.05,8.69,3.80,0.93
1941,Florida,45.50,33.47,18.37,14.00,7.24,2.98
1941,Georgia,45.21,33.42,17.09,12.76,5.96,1.75
1941,Idaho,39.73,26.05,9.64,6.63,2.63,0.61
1941,Illinois,41.80,30.27,16.20,12.01,5.58,1.73
1941,Indiana,38.17,26.28,13.00,9.67,4.55,1.42
1941,Iowa,39.43,26.90,11.79,8.31,3.63,1.04
1941,Kansas,44.30,30.61,14.06,10.07,4.41,1.36
1941,Kentucky,47.12,32.46,15.26,11.25,5.23,1.50
1941,Louisiana,43.67,31.62,15.37,11.48,5.53,1.71
1941,Maine,38.54,26.62,13.19,9.68,4.48,1.38
1941,Maryland,40.46,28.98,14.94,11.05,5.00,1.47
1941,Massachusetts,37.13,26.85,14.43,10.64,4.79,1.37
1941,Michigan,40.07,28.29,15.19,11.53,5.74,1.92
1941,Minnesota,41.18,28.23,13.69,10.07,4.66,1.38
1941,Mississippi,39.93,33.95,16.97,12.69,5.69,1.48
1941,Missouri,43.92,31.20,16.19,12.01,5.55,1.67
1941,Montana,40.28,27.09,11.47,7.77,2.99,0.82
1941,Nebraska,43.62,30.31,13.78,9.71,4.00,1.02
1941,Nevada,38.23,27.52,15.78,12.34,6.26,2.06
1941,New Hampshire,37.71,26.69,13.35,9.88,4.72,1.46
1941,New Jersey,38.13,27.29,14.12,10.45,5.06,1.89
1941,New Mexico,46.39,31.65,13.82,10.01,4.49,1.57
1941,New York,40.84,30.37,17.03,12.90,6.48,2.27
1941,North Carolina,38.58,28.45,14.87,11.31,5.55,1.89
1941,North Dakota,35.04,22.82,8.75,5.78,2.12,0.45
1941,Ohio,40.62,28.69,15.22,11.37,5.42,1.65
1941,Oklahoma,49.94,34.61,16.84,12.64,6.47,2.47
1941,Oregon,40.70,29.05,14.34,10.37,4.49,1.04
1941,Pennsylvania,39.58,28.26,15.33,11.63,5.79,1.99
1941,Rhode Island,35.43,25.79,14.56,11.04,5.38,1.76
1941,South Carolina,34.35,25.55,12.02,8.83,4.19,1.31
1941,South Dakota,39.99,25.72,10.16,7.00,2.82,0.66
1941,Tennessee,46.25,33.85,17.22,12.99,6.42,2.04
1941,Texas,45.45,32.28,16.61,12.70,6.52,2.53
1941,Utah,39.19,27.14,12.75,9.25,4.12,1.23
1941,Vermont,36.49,25.18,11.85,8.64,3.97,1.17
1941,Virginia,35.76,25.06,12.54,9.35,4.61,1.84
1941,Washington,36.29,24.69,11.74,8.58,3.98,1.24
1941,West Virginia,40.79,27.53,12.73,9.28,4.03,1.06
1941,Wisconsin,38.07,26.39,12.98,9.55,4.39,1.31
1941,Wyoming,38.13,27.03,12.94,9.26,4.06,1.50
1942,United States,36.13,25.80,13.43,10.07,4.81,1.55
1942,Alabama,36.71,26.96,13.41,10.18,4.95,1.39
1942,Arizona,31.47,22.12,11.38,8.56,4.44,1.86
1942,Arkansas,37.03,27.16,13.55,10.21,4.72,1.30
1942,California,29.57,21.42,11.44,8.52,3.99,1.17
1942,Colorado,36.18,25.85,13.21,9.82,4.79,1.56
1942,Connecticut,32.00,23.43,12.80,9.55,4.59,1.56
1942,Delaware,38.45,30.40,19.03,15.26,8.75,2.96
1942,District of Columbia,26.79,19.66,10.07,7.26,3.10,0.76
1942,Florida,34.67,25.73,13.96,10.56,5.23,1.82
1942,Georgia,35.65,27.02,14.25,10.85,5.32,1.77
1942,Idaho,30.67,20.66,9.53,6.99,3.51,1.62
1942,Illinois,37.65,27.41,14.51,10.76,4.97,1.50
1942,Indiana,33.88,23.13,11.22,8.34,3.96,1.24
1942,Iowa,36.56,24.63,10.43,7.29,3.14,0.85
1942,Kansas,35.56,24.77,11.74,8.45,3.83,1.24
1942,Kentucky,38.02,26.48,12.57,9.37,4.48,1.37
1942,Louisiana,35.65,25.63,12.60,9.39,4.32,1.22
1942,Maine,33.03,22.62,10.69,7.77,3.45,1.03
1942,Maryland,32.36,23.43,11.95,8.71,3.85,0.99
1942,Massachusetts,34.00,24.61,12.86,9.38,4.07,1.05
1942,Michigan,36.89,25.74,13.42,10.20,5.03,1.50
1942,Minnesota,36.27,25.34,12.35,9.15,4.35,1.34
1942,Mississippi,34.68,27.10,13.85,10.42,4.75,1.29
1942,Missouri,37.86,27.03,13.85,10.28,4.72,1.42
1942,Montana,38.52,26.49,12.16,8.73,4.26,2.17
1942,Nebraska,37.24,25.88,11.92,8.52,3.74,1.09
1942,Nevada,25.54,19.09,10.96,8.41,4.49,1.75
1942,New Hampshire,33.95,23.43,11.35,8.33,3.80,0.95
1942,New Jersey,32.31,23.40,11.85,8.70,3.99,1.23
1942,New Mexico,37.28,26.26,12.80,9.51,4.78,1.39
1942,New York,37.88,28.31,15.61,11.62,5.57,1.79
1942,North Carolina,30.89,22.51,12.40,9.52,4.77,1.67
1942,North Dakota,35.25,23.52,9.23,6.20,2.44,0.64
1942,Ohio,36.30,25.63,13.25,9.89,4.69,1.51
1942,Oklahoma,35.46,25.16,12.73,9.46,4.64,1.48
1942,Oregon,37.77,26.71,13.85,10.30,4.80,1.41
1942,Pennsylvania,35.43,25.42,13.66,10.38,5.09,1.71
1942,Rhode Island,30.08,21.94,12.03,8.99,4.14,0.99
1942,South Carolina,29.26,20.87,9.45,7.02,3.34,1.01
1942,South Dakota,29.58,19.80,8.34,5.80,2.44,0.60
1942,Tennessee,40.06,28.91,14.62,11.08,5.36,1.65
1942,Texas,35.54,25.64,13.91,10.70,5.57,2.23
1942,Utah,29.30,19.95,9.76,7.10,3.10,0.76
1942,Vermont,32.45,22.60,10.64,7.84,3.82,1.34
1942,Virginia,25.94,17.96,8.76,6.50,3.13,1.10
1942,Washington,29.26,20.36,10.10,7.38,3.37,1.00
1942,West Virginia,35.35,24.11,10.90,7.92,3.48,0.89
1942,Wisconsin,34.33,23.43,11.19,8.20,3.72,1.10
1942,Wyoming,34.44,24.15,11.72,8.48,3.87,1.32
1943,United States,33.69,24.08,12.31,9.15,4.26,1.24
1943,Alabama,34.37,24.47,12.01,9.12,4.38,1.15
1943,Arizona,25.33,18.12,9.39,6.84,3.08,0.80
1943,Arkansas,38.75,26.42,13.25,9.95,4.65,1.19
1943,California,28.75,21.54,10.99,7.94,3.50,0.86
1943,Colorado,35.48,25.82,13.08,9.62,4.63,1.59
1943,Connecticut,30.73,22.59,11.87,8.78,4.13,1.29
1943,Delaware,37.45,29.49,18.27,14.67,8.67,2.93
1943,District of Columbia,25.03,18.55,9.47,6.78,2.96,0.75
1943,Florida,31.12,23.05,12.59,9.39,4.39,1.36
1943,Georgia,33.99,24.83,12.92,9.70,4.52,1.20
1943,Idaho,29.37,19.91,9.00,6.31,2.67,0.69
1943,Illinois,35.98,26.41,13.80,10.10,4.66,1.35
1943,Indiana,30.92,21.16,9.99,7.38,3.42,0.97
1943,Iowa,34.94,23.93,10.30,7.22,3.16,0.87
1943,Kansas,32.24,22.34,10.51,7.52,3.39,0.96
1943,Kentucky,36.75,24.94,11.75,8.95,4.49,1.61
1943,Louisiana,31.40,22.56,11.74,8.78,4.19,1.15
1943,Maine,30.33,20.73,9.70,6.99,2.99,0.77
1943,Maryland,30.61,22.08,11.26,8.22,3.74,0.98
1943,Massachusetts,31.91,23.23,11.96,8.61,3.76,0.89
1943,Michigan,32.57,22.62,11.47,8.50,4.02,1.12
1943,Minnesota,36.13,24.77,11.91,8.74,3.96,0.98
1943,Mississippi,33.77,24.09,12.01,8.89,3.83,0.90
1943,Missouri,35.93,25.43,13.17,9.81,4.46,1.23
1943,Montana,34.47,23.35,10.11,6.95,2.84,0.83
1943,Nebraska,35.01,24.28,11.02,7.75,3.18,0.74
1943,Nevada,26.77,20.60,11.88,9.21,4.80,1.77
1943,New Hampshire,34.10,22.66,10.86,7.97,3.62,0.84
1943,New Jersey,29.76,21.19,10.62,7.68,3.52,0.95
1943,New Mexico,32.00,22.49,10.90,7.92,3.52,0.92
1943,New York,36.55,27.71,15.11,11.27,5.34,1.67
1943,North Carolina,30.25,21.38,11.07,8.47,4.19,1.31
1943,North Dakota,31.21,21.04,8.42,5.62,2.11,0.42
1943,Ohio,32.83,23.13,11.75,8.71,4.07,1.20
1943,Oklahoma,34.33,24.04,11.43,8.47,4.08,1.18
1943,Oregon,32.86,23.72,12.26,8.95,4.11,1.06
1943,Pennsylvania,32.71,23.68,12.56,9.53,4.60,1.39
1943,Rhode Island,27.27,20.14,10.99,8.20,3.82,0.96
1943,South Carolina,30.06,20.72,9.39,6.97,3.24,0.86
1943,South Dakota,31.07,21.53,8.93,6.19,2.57,0.67
1943,Tennessee,35.08,25.05,12.87,9.79,4.77,1.35
1943,Texas,30.65,22.38,12.18,9.23,4.60,1.62
1943,Utah,25.21,17.26,8.18,5.93,2.55,0.60
1943,Vermont,30.78,21.51,10.19,7.49,3.58,1.12
1943,Virginia,26.57,18.26,8.97,6.63,3.14,1.05
1943,Washington,26.38,18.93,9.33,6.79,3.02,0.77
1943,West Virginia,34.88,23.20,10.56,7.71,3.33,0.78
1943,Wisconsin,32.22,21.96,10.28,7.41,3.23,0.82
1943,Wyoming,32.62,22.50,10.27,7.28,3.11,0.94
1944,United States,32.51,22.77,11.28,8.26,3.76,1.16
1944,Alabama,32.09,21.94,10.37,7.90,3.60,0.94
1944,Arizona,26.63,18.51,9.07,6.61,2.95,0.91
1944,Arkansas,34.30,23.26,10.88,8.21,3.76,1.05
1944,California,27.88,20.10,9.95,7.14,3.10,0.83
1944,Colorado,34.84,24.68,11.71,8.50,3.88,1.32
1944,Connecticut,30.28,21.67,11.20,8.22,3.78,1.23
1944,Delaware,37.14,28.59,17.42,14.16,8.61,3.38
1944,District of Columbia,24.25,17.03,8.66,6.24,2.67,0.73
1944,Florida,30.55,22.11,11.38,8.47,4.01,1.54
1944,Georgia,32.58,22.93,11.30,8.43,3.73,1.03
1944,Idaho,28.01,18.58,7.87,5.62,2.32,0.67
1944,Illinois,34.26,24.27,12.23,8.92,4.00,1.23
1944,Indiana,29.81,19.97,9.17,6.70,3.01,0.95
1944,Iowa,33.39,22.30,9.14,6.46,2.72,0.74
1944,Kansas,31.56,21.42,9.58,6.73,2.90,0.84
1944,Kentucky,34.59,22.82,10.65,8.04,3.73,1.22
1944,Louisiana,31.34,21.69,10.57,7.92,3.66,1.07
1944,Maine,29.71,20.06,9.14,6.60,2.78,0.75
1944,Maryland,29.42,20.50,10.17,7.46,3.27,0.92
1944,Massachusetts,31.42,22.40,11.19,8.05,3.43,0.85
1944,Michigan,31.62,21.55,10.42,7.65,3.48,1.05
1944,Minnesota,34.65,23.62,11.16,8.19,3.64,1.07
1944,Mississippi,32.77,22.62,10.35,7.66,3.23,0.82
1944,Missouri,34.68,24.28,12.05,8.82,3.85,1.11
1944,Montana,32.86,21.78,8.88,6.02,2.38,0.64
1944,Nebraska,32.71,22.27,9.77,6.81,2.70,0.66
1944,Nevada,27.44,20.48,11.48,9.01,4.95,1.99
1944,New Hampshire,31.67,21.15,9.75,7.09,3.09,0.75
1944,New Jersey,29.18,19.86,9.68,7.01,3.12,0.94
1944,New Mexico,30.15,20.33,8.96,6.55,2.81,0.77
1944,New York,36.18,26.52,14.14,10.48,4.87,1.65
1944,North Carolina,29.98,20.82,10.29,7.85,3.71,1.21
1944,North Dakota,30.23,19.95,7.68,5.12,1.89,0.38
1944,Ohio,31.58,21.77,10.54,7.72,3.49,1.09
1944,Oklahoma,32.57,21.87,9.68,7.24,3.34,1.04
1944,Oregon,32.51,22.80,11.00,7.96,3.52,0.98
1944,Pennsylvania,31.81,22.46,11.37,8.51,3.97,1.28
1944,Rhode Island,27.44,19.85,10.56,7.87,3.56,0.95
1944,South Carolina,29.16,19.48,8.56,6.47,2.93,0.87
1944,South Dakota,28.52,18.95,7.41,5.27,2.12,0.55
1944,Tennessee,32.10,22.19,10.91,8.29,3.84,1.13
1944,Texas,29.76,20.92,10.71,8.02,3.78,1.34
1944,Utah,25.81,17.10,7.61,5.50,2.30,0.61
1944,Vermont,30.66,20.85,9.36,6.88,3.16,0.99
1944,Virginia,24.57,16.73,7.91,5.80,2.63,0.90
1944,Washington,24.45,16.73,7.89,5.65,2.40,0.64
1944,West Virginia,32.25,21.13,9.26,6.80,2.90,0.72
1944,Wisconsin,31.31,20.79,9.55,6.85,2.90,0.80
1944,Wyoming,30.71,20.43,8.98,6.21,2.47,0.68
1945,United States,34.42,24.79,12.52,9.14,4.16,1.26
1945,Alabama,33.00,22.80,10.90,8.41,3.73,0.89
1945,Arizona,30.16,21.43,10.51,7.74,3.50,1.14
1945,Arkansas,33.54,23.75,10.87,8.34,3.83,1.07
1945,California,29.63,21.64,10.92,7.88,3.45,0.92
1945,Colorado,37.42,27.13,12.73,9.22,4.11,1.26
1945,Connecticut,32.63,23.90,12.72,9.38,4.32,1.35
1945,Delaware,40.21,31.78,19.97,16.56,10.51,4.30
1945,District of Columbia,25.75,18.09,9.59,7.01,3.02,0.82
1945,Florida,32.81,24.38,12.48,9.37,4.58,1.93
1945,Georgia,34.29,24.47,12.02,9.00,3.87,1.02
1945,Idaho,29.37,20.02,8.38,6.15,2.55,0.74
1945,Illinois,35.86,25.80,13.16,9.69,4.32,1.30
1945,Indiana,31.53,21.73,10.20,7.46,3.34,1.06
1945,Iowa,35.06,23.98,9.85,7.10,2.95,0.73
1945,Kansas,33.82,23.60,10.59,7.39,3.14,0.86
1945,Kentucky,35.83,24.16,11.71,8.86,3.90,1.02
1945,Louisiana,34.11,23.96,11.55,8.77,4.03,1.14
1945,Maine,31.85,22.27,10.38,7.58,3.22,0.84
1945,Maryland,31.05,21.98,11.13,8.30,3.60,0.99
1945,Massachusetts,33.83,24.81,12.63,9.18,3.92,0.94
1945,Michigan,33.65,23.63,11.47,8.44,3.79,1.13
1945,Minnesota,36.50,25.92,12.62,9.36,4.19,1.30
1945,Mississippi,34.85,24.49,10.86,8.13,3.43,0.86
1945,Missouri,36.73,26.65,13.35,9.72,4.19,1.15
1945,Montana,34.43,23.45,9.49,6.40,2.51,0.55
1945,Nebraska,33.67,23.63,10.53,7.36,2.89,0.67
1945,Nevada,30.49,23.23,13.30,10.66,6.20,2.49
1945,New Hampshire,32.43,22.79,10.62,7.74,3.32,0.77
1945,New Jersey,31.31,21.47,10.68,7.84,3.47,1.06
1945,New Mexico,31.27,21.29,8.96,6.66,2.81,0.74
1945,New York,39.11,29.18,15.97,11.89,5.56,1.87
1945,North Carolina,32.45,23.24,11.56,8.88,4.13,1.30
1945,North Dakota,32.11,21.78,8.49,5.72,2.12,0.40
1945,Ohio,33.34,23.63,11.47,8.41,3.78,1.15
1945,Oklahoma,33.98,23.03,9.98,7.62,3.45,1.06
1945,Oregon,35.15,25.17,11.99,8.69,3.80,1.03
1945,Pennsylvania,33.90,24.52,12.48,9.33,4.33,1.37
1945,Rhode Island,30.07,22.38,12.17,9.16,4.14,1.07
1945,South Carolina,31.02,21.11,9.46,7.34,3.32,1.00
1945,South Dakota,28.88,19.36,7.49,5.52,2.20,0.52
1945,Tennessee,32.41,22.79,11.26,8.63,3.90,1.09
1945,Texas,31.66,22.57,11.46,8.58,3.92,1.27
1945,Utah,28.65,19.35,8.56,6.22,2.61,0.71
1945,Vermont,33.32,23.18,10.41,7.73,3.50,1.00
1945,Virginia,25.06,17.73,8.47,6.23,2.77,0.89
1945,Washington,24.97,17.15,8.12,5.78,2.40,0.60
1945,West Virginia,32.88,22.27,9.88,7.37,3.17,0.77
1945,Wisconsin,33.33,22.68,10.73,7.74,3.28,0.91
1945,Wyoming,31.82,21.47,9.55,6.52,2.46,0.53
1946,United States,36.70,26.77,13.28,9.61,4.39,1.47
1946,Alabama,39.17,27.78,13.41,10.06,4.49,1.25
1946,Arizona,33.94,24.31,11.74,8.36,3.72,1.13
1946,Arkansas,38.73,27.88,13.37,9.97,4.44,1.20
1946,California,31.86,22.97,11.49,8.22,3.61,1.05
1946,Colorado,38.81,28.66,13.14,9.36,4.09,1.20
1946,Connecticut,33.71,24.65,12.90,9.48,4.46,1.48
1946,Delaware,43.10,33.27,21.49,17.83,11.73,5.25
1946,District of Columbia,27.66,19.49,9.75,6.97,3.02,0.83
1946,Florida,39.92,29.10,14.68,10.73,5.13,2.19
1946,Georgia,39.33,28.50,14.54,10.60,4.75,1.36
1946,Idaho,30.02,20.72,8.96,6.10,2.48,0.68
1946,Illinois,37.05,26.38,13.41,9.68,4.35,1.46
1946,Indiana,34.25,24.16,11.16,8.04,3.56,1.15
1946,Iowa,34.51,23.94,10.00,6.96,2.85,0.72
1946,Kansas,38.29,27.47,11.84,8.21,3.31,0.86
1946,Kentucky,38.64,27.25,13.03,9.63,4.30,1.30
1946,Louisiana,38.94,27.86,13.68,10.03,4.61,1.48
1946,Maine,32.33,22.97,10.83,7.68,3.30,0.92
1946,Maryland,34.38,24.23,12.10,8.57,3.74,1.07
1946,Massachusetts,34.40,25.43,12.98,9.23,4.00,1.08
1946,Michigan,34.51,24.05,11.69,8.44,3.74,1.13
1946,Minnesota,36.08,26.19,12.29,8.85,3.94,1.21
1946,Mississippi,40.86,29.29,13.41,10.06,4.32,1.08
1946,Missouri,38.16,28.13,13.90,10.10,4.45,1.29
1946,Montana,35.78,24.09,9.67,6.53,2.39,0.59
1946,Nebraska,38.99,27.00,11.63,8.10,3.22,0.77
1946,Nevada,35.96,27.60,14.79,11.44,6.82,2.66
1946,New Hampshire,35.29,24.92,11.99,8.69,3.93,1.13
1946,New Jersey,33.08,22.88,11.30,7.99,3.54,1.12
1946,New Mexico,35.46,24.75,11.36,8.14,3.63,1.25
1946,New York,40.66,29.97,15.90,11.60,5.53,2.00
1946,North Carolina,35.13,25.65,13.16,9.95,4.77,1.79
1946,North Dakota,35.86,24.07,9.71,6.49,2.30,0.50
1946,Ohio,35.40,25.23,12.38,9.03,4.14,1.47
1946,Oklahoma,36.03,24.77,10.83,8.33,4.13,1.67
1946,Oregon,37.63,27.19,13.20,9.53,4.09,1.10
1946,Pennsylvania,35.44,25.68,13.04,9.72,4.57,1.64
1946,Rhode Island,33.36,25.39,13.52,9.98,4.71,1.40
1946,South Carolina,35.74,25.27,11.61,8.66,3.88,1.21
1946,South Dakota,33.77,22.89,9.04,6.10,2.43,0.57
1946,Tennessee,38.36,27.94,14.30,10.59,4.81,1.55
1946,Texas,36.18,26.56,13.56,9.97,4.97,2.06
1946,Utah,32.45,22.53,10.11,7.02,2.80,0.74
1946,Vermont,31.94,22.82,10.91,7.79,3.47,1.05
1946,Virginia,28.17,20.38,9.86,7.15,3.23,1.16
1946,Washington,27.48,19.43,9.09,6.45,2.77,0.77
1946,West Virginia,35.69,25.00,11.46,8.47,3.91,1.45
1946,Wisconsin,34.31,24.60,11.35,8.06,3.47,1.02
1946,Wyoming,31.78,22.31,9.70,6.60,2.59,0.69
1947,United States,34.35,24.68,11.96,8.61,3.92,1.30
1947,Alabama,37.03,26.04,12.22,9.07,4.01,1.11
1947,Arizona,30.79,21.63,10.11,7.00,2.81,0.71
1947,Arkansas,40.71,28.60,13.35,9.95,4.51,1.20
1947,California,29.82,21.23,10.58,7.51,3.35,0.97
1947,Colorado,36.61,25.98,12.01,8.32,3.44,0.93
1947,Connecticut,30.94,21.83,11.42,8.40,3.95,1.30
1947,Delaware,40.98,31.68,19.95,16.57,11.03,5.37
1947,District of Columbia,26.44,18.38,9.06,6.48,2.79,0.78
1947,Florida,36.31,26.64,12.98,9.54,4.69,1.98
1947,Georgia,36.85,26.72,13.74,10.09,4.73,1.75
1947,Idaho,29.49,20.13,8.45,5.52,2.11,0.46
1947,Illinois,35.27,24.29,12.14,8.71,3.88,1.25
1947,Indiana,31.68,21.83,10.04,7.19,3.16,1.00
1947,Iowa,39.17,25.77,10.66,7.23,2.86,0.77
1947,Kansas,36.48,25.35,11.35,7.90,3.34,1.12
1947,Kentucky,38.75,27.36,12.96,9.13,3.82,1.02
1947,Louisiana,36.94,25.84,12.77,9.31,4.08,1.33
1947,Maine,30.22,20.91,9.65,6.83,2.96,0.86
1947,Maryland,34.26,23.01,11.17,7.84,3.40,1.00
1947,Massachusetts,32.31,23.44,11.89,8.51,3.80,1.14
1947,Michigan,27.67,19.25,9.23,6.72,3.06,0.91
1947,Minnesota,35.94,24.15,11.29,8.05,3.55,1.10
1947,Mississippi,38.12,26.91,12.52,9.35,3.94,0.97
1947,Missouri,37.73,26.79,13.00,9.45,4.18,1.29
1947,Montana,34.36,22.18,9.11,5.91,2.21,0.59
1947,Nebraska,37.30,24.76,10.53,7.16,2.73,0.63
1947,Nevada,31.15,22.49,12.49,9.63,5.31,2.44
1947,New Hampshire,32.78,22.11,10.31,7.51,3.37,1.07
1947,New Jersey,31.28,20.72,10.04,7.11,3.09,0.93
1947,New Mexico,33.06,22.64,10.40,7.37,3.31,0.99
1947,New York,36.75,26.39,13.88,10.19,4.94,1.89
1947,North Carolina,33.59,24.16,12.27,8.96,4.20,1.49
1947,North Dakota,30.58,19.73,7.57,4.96,1.79,0.37
1947,Ohio,32.81,22.85,11.25,8.14,3.63,1.12
1947,Oklahoma,34.70,23.87,10.66,7.80,3.56,1.13
1947,Oregon,32.50,22.95,11.07,8.04,3.55,0.93
1947,Pennsylvania,32.35,22.97,11.69,8.66,4.08,1.47
1947,Rhode Island,32.10,23.30,12.25,9.17,4.54,1.65
1947,South Carolina,34.24,23.88,10.83,8.10,3.80,1.24
1947,South Dakota,35.87,23.40,9.27,6.23,2.31,0.53
1947,Tennessee,36.59,26.41,13.11,9.52,4.27,1.31
1947,Texas,33.75,24.45,12.23,8.99,4.30,1.56
1947,Utah,31.24,21.44,9.41,6.53,2.56,0.64
1947,Vermont,31.59,21.73,9.94,7.04,3.21,1.02
1947,Virginia,30.63,21.74,10.26,7.38,3.29,1.06
1947,Washington,28.01,19.58,8.92,6.31,2.73,0.85
1947,West Virginia,33.22,22.26,10.14,7.20,3.09,0.87
1947,Wisconsin,32.09,22.22,10.24,7.30,3.15,0.89
1947,Wyoming,31.55,21.16,9.34,6.40,2.61,0.83
1948,United States,35.01,25.06,12.24,8.90,4.06,1.31
1948,Alabama,36.92,25.80,12.18,8.81,3.73,1.02
1948,Arizona,33.33,22.62,11.07,7.93,3.29,0.82
1948,Arkansas,36.49,25.79,12.13,9.12,4.16,1.20
1948,California,33.34,23.53,12.06,8.78,3.89,1.15
1948,Colorado,36.14,25.93,12.45,8.83,3.61,1.02
1948,Connecticut,31.70,22.80,12.09,8.96,4.18,1.28
1948,Delaware,42.44,33.45,21.54,17.97,11.69,5.23
1948,District of Columbia,25.61,18.30,9.07,6.51,2.84,0.86
1948,Florida,37.60,26.35,13.22,9.76,4.56,1.65
1948,Georgia,35.78,25.36,12.43,9.26,4.20,1.24
1948,Idaho,32.31,22.54,9.59,6.47,2.41,0.53
1948,Illinois,32.61,23.18,11.81,8.59,3.79,1.15
1948,Indiana,31.33,20.26,9.65,6.98,3.03,0.83
1948,Iowa,29.42,18.99,8.16,5.59,2.22,0.57
1948,Kansas,37.75,25.93,12.37,8.57,3.48,0.91
1948,Kentucky,36.24,25.38,11.91,8.56,3.62,0.98
1948,Louisiana,39.75,28.25,14.33,10.66,4.84,1.48
1948,Maine,30.46,20.62,9.62,6.83,2.92,0.85
1948,Maryland,31.77,21.75,10.75,7.71,3.26,0.88
1948,Massachusetts,32.90,22.66,11.89,8.67,3.83,1.10
1948,Michigan,30.99,20.86,10.67,7.72,3.47,1.04
1948,Minnesota,32.59,22.11,10.89,7.83,3.44,1.04
1948,Mississippi,35.67,25.45,11.64,8.75,3.76,0.95
1948,Missouri,35.66,24.83,12.44,9.07,3.94,1.04
1948,Montana,34.24,22.69,9.39,6.10,2.21,0.60
1948,Nebraska,33.63,22.36,10.27,7.02,2.75,0.70
1948,Nevada,34.04,23.75,12.58,9.76,5.55,2.35
1948,New Hampshire,31.01,20.17,9.18,6.55,2.70,0.66
1948,New Jersey,30.59,21.04,10.33,7.41,3.21,0.97
1948,New Mexico,36.39,24.73,11.90,8.61,3.61,0.95
1948,New York,36.32,26.76,14.49,10.70,5.07,1.80
1948,North Carolina,32.80,23.32,11.48,8.51,4.02,1.41
1948,North Dakota,32.22,20.80,8.93,6.01,2.09,0.43
1948,Ohio,33.45,22.74,11.76,8.54,3.89,1.25
1948,Oklahoma,41.44,29.19,14.37,10.76,5.03,1.67
1948,Oregon,34.84,23.75,12.14,8.78,3.97,1.13
1948,Pennsylvania,33.28,22.69,12.01,8.97,4.26,1.53
1948,Rhode Island,35.43,24.63,13.29,9.91,4.80,1.61
1948,South Carolina,31.44,21.86,10.17,7.49,3.26,0.95
1948,South Dakota,30.71,19.94,8.26,5.52,2.00,0.41
1948,Tennessee,36.05,24.86,11.68,8.59,3.87,1.15
1948,Texas,38.52,27.75,15.00,11.26,5.44,1.90
1948,Utah,30.64,20.03,8.88,6.11,2.37,0.58
1948,Vermont,32.74,21.95,9.56,6.68,2.86,0.80
1948,Virginia,30.18,20.41,9.68,7.12,3.22,1.01
1948,Washington,30.97,20.46,10.07,7.26,3.12,0.84
1948,West Virginia,33.40,22.08,10.53,7.62,3.29,0.92
1948,Wisconsin,31.19,20.49,9.90,7.09,3.10,0.87
1948,Wyoming,32.29,21.73,10.09,6.94,2.76,0.67
1949,United States,34.75,24.51,11.73,8.48,3.83,1.24
1949,Alabama,38.13,26.20,11.69,8.52,3.61,1.07
1949,Arizona,30.80,20.61,9.98,7.34,3.09,0.74
1949,Arkansas,38.74,26.89,11.93,8.81,3.84,1.03
1949,California,31.93,21.93,11.26,8.23,3.75,1.26
1949,Colorado,34.38,22.45,10.74,7.59,3.01,0.78
1949,Connecticut,32.14,22.69,11.93,8.75,3.98,1.25
1949,Delaware,44.68,35.67,23.85,20.44,14.31,6.52
1949,District of Columbia,24.80,17.84,8.56,6.12,2.59,0.70
1949,Florida,36.11,25.02,12.48,9.28,4.35,1.60
1949,Georgia,35.79,24.47,11.50,8.38,3.70,1.05
1949,Idaho,31.37,19.92,8.61,6.07,2.32,0.51
1949,Illinois,33.24,23.21,11.67,8.43,3.66,1.06
1949,Indiana,32.83,21.05,9.79,6.95,2.96,0.80
1949,Iowa,33.26,21.61,9.44,6.63,2.63,0.64
1949,Kansas,35.03,23.37,10.87,7.60,3.05,0.82
1949,Kentucky,36.70,25.27,11.42,8.43,3.52,0.96
1949,Louisiana,38.33,26.23,12.93,9.64,4.28,1.30
1949,Maine,29.83,19.95,9.10,6.45,2.67,0.72
1949,Maryland,31.59,21.53,10.11,7.09,2.90,0.70
1949,Massachusetts,32.50,22.11,11.50,8.28,3.53,0.98
1949,Michigan,31.04,20.58,10.37,7.66,3.53,1.14
1949,Minnesota,33.11,22.02,10.56,7.69,3.32,0.95
1949,Mississippi,39.73,27.66,11.87,8.78,3.58,0.88
1949,Missouri,37.15,24.69,12.18,8.86,3.80,1.06
1949,Montana,33.91,21.59,9.24,6.25,2.24,0.49
