Year,State,Top10_adj,Top5_adj,Top1_adj,Top05_adj,Top01_adj,Top001_adj
1966,Hawaii,26.25,17.15,7.02,5.00,2.12,0.88
1966,Idaho,32.00,19.87,8.30,4.95,2.21,0.71
1966,Illinois,32.76,22.27,10.43,7.80,3.65,1.37
1966,Indiana,31.25,20.79,8.85,5.87,2.40,0.82
1966,Iowa,31.38,20.45,8.26,5.20,2.19,0.72
1966,Kansas,33.59,21.85,9.33,5.98,2.63,0.92
1966,Kentucky,36.09,22.47,10.38,6.42,2.62,0.72
1966,Louisiana,37.39,24.75,11.32,7.61,3.43,1.19
1966,Maine,31.64,19.82,8.97,5.47,2.41,0.79
1966,Maryland,32.98,21.02,8.39,5.97,2.50,0.86
1966,Massachusetts,33.33,22.97,10.43,7.62,3.28,1.11
1966,Michigan,31.84,21.24,9.70,7.08,3.31,1.28
1966,Minnesota,31.65,21.01,9.75,6.66,3.28,1.57
1966,Mississippi,38.62,24.79,12.16,7.38,3.26,1.22
1966,Missouri,34.36,22.79,10.23,6.94,3.22,1.20
1966,Montana,30.04,18.68,7.51,4.34,1.92,0.62
1966,Nebraska,32.13,20.89,8.74,5.56,2.44,0.89
1966,Nevada,30.78,21.02,9.44,6.94,3.75,1.55
1966,New Hampshire,31.68,21.17,8.62,5.56,2.45,0.82
1966,New Jersey,32.63,21.70,9.29,6.77,2.79,0.90
1966,New Mexico,32.22,20.78,8.53,5.38,2.22,0.76
1966,New York,36.58,25.73,13.21,9.71,4.88,2.02
1966,North Carolina,34.34,22.10,10.46,6.86,3.23,1.46
1966,North Dakota,28.79,17.53,7.05,3.92,1.66,0.44
1966,Ohio,31.97,21.72,9.48,6.59,3.01,1.09
1966,Oklahoma,37.74,23.82,10.86,6.92,3.04,0.99
1966,Oregon,33.21,22.01,9.08,5.85,2.45,0.79
1966,Pennsylvania,33.73,23.07,10.39,7.31,3.50,1.43
1966,Rhode Island,31.04,21.10,9.94,7.02,3.35,1.21
1966,South Carolina,32.96,20.37,9.54,5.85,2.46,0.81
1966,South Dakota,29.64,18.23,7.49,4.28,1.94,0.51
1966,Tennessee,37.99,24.75,11.19,7.43,3.35,1.32
1966,Texas,36.15,24.34,10.89,7.50,3.64,1.49
1966,Utah,29.03,18.49,7.60,4.63,1.92,0.46
1966,Vermont,31.66,20.32,9.37,6.20,3.20,1.68
1966,Virginia,31.61,20.93,8.47,5.71,2.78,1.30
1966,Washington,31.31,20.48,8.22,5.38,2.31,0.74
1966,West Virginia,37.23,22.87,10.43,6.34,2.84,0.88
1966,Wisconsin,31.13,20.75,8.88,5.88,2.44,0.79
1966,Wyoming,31.47,20.15,9.28,6.08,2.47,0.92
1967,United States,34.44,23.70,10.74,7.67,3.68,1.42
1967,Alabama,36.56,23.68,10.51,6.62,3.00,1.10
1967,Alaska,21.86,13.42,4.33,2.76,0.98,0.27
1967,Arizona,34.31,23.36,9.93,6.61,3.04,1.25
1967,Arkansas,39.09,25.24,11.50,6.84,2.85,0.85
1967,California,33.16,22.06,9.79,7.17,3.45,1.48
1967,Colorado,32.19,21.87,9.16,6.13,2.82,1.17
1967,Connecticut,36.14,25.29,12.66,8.20,3.98,1.61
1967,Delaware,36.84,26.70,15.42,11.86,7.62,4.48
1967,District of Columbia,30.05,21.35,10.15,7.35,3.43,1.33
1967,Florida,38.30,26.86,12.29,8.60,4.15,1.83
1967,Georgia,33.82,22.96,9.81,6.42,2.72,0.90
1967,Hawaii,26.98,17.56,7.41,5.20,2.05,0.68
1967,Idaho,32.92,21.42,9.14,5.60,2.75,1.35
1967,Illinois,33.63,23.04,10.88,7.77,3.65,1.53
1967,Indiana,32.05,21.78,9.37,6.25,2.71,1.09
1967,Iowa,31.73,21.28,8.63,5.32,2.16,0.63
1967,Kansas,34.30,23.31,9.63,6.19,2.63,0.93
1967,Kentucky,35.65,23.21,10.33,6.44,2.64,0.74
1967,Louisiana,35.96,24.54,10.84,7.26,3.21,1.18
1967,Maine,32.36,21.38,9.72,6.05,2.59,1.00
1967,Maryland,33.00,21.54,8.64,6.14,2.65,1.00
1967,Massachusetts,33.87,23.64,10.98,7.82,3.54,1.30
1967,Michigan,33.29,22.39,10.13,7.32,3.44,1.50
1967,Minnesota,32.45,22.50,9.80,6.65,3.02,1.17
1967,Mississippi,37.74,24.25,11.18,6.67,2.69,0.73
1967,Missouri,35.27,24.52,11.06,7.62,3.56,1.45
1967,Montana,31.54,20.92,8.50,5.00,2.10,0.84
1967,Nebraska,33.39,22.87,9.99,6.59,3.16,1.54
1967,Nevada,31.53,21.38,10.58,7.94,4.58,2.47
1967,New Hampshire,30.58,20.98,8.67,5.71,2.40,0.80
1967,New Jersey,34.43,23.19,10.23,7.23,3.33,1.37
1967,New Mexico,33.02,21.68,8.37,5.11,2.28,0.73
1967,New York,38.65,27.79,14.94,10.25,5.37,2.39
1967,North Carolina,33.34,22.14,9.97,6.39,2.74,0.96
1967,North Dakota,30.29,19.10,7.77,4.34,1.72,0.41
1967,Ohio,32.77,22.46,10.05,7.04,3.20,1.26
1967,Oklahoma,37.10,24.57,11.08,7.11,3.20,1.25
1967,Oregon,34.05,23.13,9.57,6.26,2.75,1.02
1967,Pennsylvania,33.58,23.45,10.62,7.45,3.58,1.55
1967,Rhode Island,31.88,22.61,10.68,7.67,3.55,1.49
1967,South Carolina,32.34,20.78,9.15,5.57,2.28,0.73
1967,South Dakota,30.89,19.18,7.99,4.52,1.81,0.45
1967,Tennessee,36.89,24.76,11.29,7.42,3.24,1.25
1967,Texas,35.99,25.02,11.39,7.97,4.06,1.91
1967,Utah,29.82,19.99,7.89,4.88,2.12,0.61
1967,Vermont,31.68,21.46,9.44,6.09,2.97,1.54
1967,Virginia,31.47,20.87,8.36,5.59,2.70,1.34
1967,Washington,32.09,20.97,8.42,5.63,2.42,0.85
1967,West Virginia,36.54,23.26,10.20,6.12,2.59,0.74
1967,Wisconsin,32.10,22.09,9.51,6.39,2.75,1.05
1967,Wyoming,30.43,20.29,8.45,5.25,2.32,0.90
1968,United States,34.85,24.15,11.21,8.14,4.02,1.61
1968,Alabama,36.02,24.58,10.83,7.24,3.03,1.09
1968,Alaska,21.68,13.54,5.01,3.15,1.10,0.32
1968,Arizona,33.65,23.07,10.41,7.10,3.20,1.34
1968,Arkansas,38.99,25.83,11.87,7.87,3.15,1.15
1968,California,33.23,22.82,10.19,7.35,3.71,1.55
1968,Colorado,32.48,22.12,9.69,6.64,3.05,1.02
1968,Connecticut,38.68,28.52,14.58,10.09,4.88,2.29
1968,Delaware,36.07,26.46,14.20,10.93,7.09,3.14
1968,District of Columbia,27.90,20.56,10.19,7.43,3.59,1.40
1968,Florida,38.56,27.67,13.32,9.66,4.87,2.08
1968,Georgia,33.91,23.65,10.67,7.16,3.14,1.18
1968,Hawaii,26.38,18.15,7.40,5.19,2.30,0.70
1968,Idaho,32.11,21.57,8.96,5.88,2.34,0.84
1968,Illinois,34.44,23.89,11.21,7.85,3.79,1.50
1968,Indiana,32.19,21.90,10.01,6.76,2.99,1.20
1968,Iowa,31.59,21.59,9.22,5.94,2.37,0.75
1968,Kansas,34.25,23.63,10.80,7.31,3.45,1.70
1968,Kentucky,34.97,24.16,10.89,7.03,2.86,0.92
1968,Louisiana,34.67,24.20,11.01,7.56,3.32,1.23
1968,Maine,32.15,22.05,9.92,6.28,2.70,1.10
1968,Maryland,33.37,22.57,9.49,6.65,3.06,1.05
1968,Massachusetts,34.90,24.57,11.38,7.97,3.90,1.52
1968,Michigan,33.15,22.46,10.07,7.21,3.50,1.41
1968,Minnesota,32.06,21.99,10.19,7.03,3.20,1.20
1968,Mississippi,37.28,24.61,11.16,7.42,3.02,1.13
1968,Missouri,34.84,24.36,11.59,8.09,4.09,1.87
1968,Montana,30.99,21.27,8.61,5.55,2.15,0.71
1968,Nebraska,32.66,22.69,9.99,6.42,2.72,1.04
1968,Nevada,33.43,23.75,13.30,10.50,7.23,5.10
1968,New Hampshire,30.32,21.18,9.65,6.35,2.90,1.27
1968,New Jersey,34.19,23.82,10.41,7.12,3.29,1.19
1968,New Mexico,31.87,21.08,8.32,5.67,2.45,0.97
1968,New York,38.75,28.48,14.86,10.53,5.86,2.59
1968,North Carolina,33.23,23.31,10.60,7.08,3.04,1.11
1968,North Dakota,30.03,19.79,8.22,4.87,1.71,0.42
1968,Ohio,32.83,22.40,10.41,7.34,3.50,1.38
1968,Oklahoma,36.59,25.60,11.59,7.69,3.57,1.48
1968,Oregon,34.00,23.26,10.19,6.76,2.90,1.01
1968,Pennsylvania,33.62,23.70,11.12,7.96,4.04,1.76
1968,Rhode Island,31.84,22.62,10.65,7.65,3.70,1.33
1968,South Carolina,31.47,21.33,9.44,6.12,2.38,0.79
1968,South Dakota,31.08,20.52,8.58,5.05,1.80,0.47
1968,Tennessee,35.93,25.33,11.63,7.80,3.43,1.40
1968,Texas,36.12,25.39,12.12,8.71,4.54,2.01
1968,Utah,31.18,20.64,8.58,5.67,2.36,0.78
1968,Vermont,31.98,22.43,9.64,6.39,2.76,1.31
1968,Virginia,31.74,21.19,8.77,5.82,2.53,1.03
1968,Washington,32.48,21.33,8.93,5.97,2.67,0.97
1968,West Virginia,36.20,24.15,10.61,6.85,2.82,1.03
1968,Wisconsin,31.70,21.81,9.69,6.49,2.75,1.00
1968,Wyoming,31.67,21.77,9.59,6.50,2.81,1.29
1969,United States,33.93,23.08,10.35,7.45,3.69,1.56
1969,Alabama,34.31,23.45,10.05,6.65,2.75,0.96
1969,Alaska,23.69,15.06,4.75,3.08,1.11,0.41
1969,Arizona,32.58,21.76,9.75,6.81,3.23,1.43
1969,Arkansas,37.09,25.15,11.32,7.66,3.48,1.77
1969,California,31.47,21.52,9.34,6.71,3.39,1.50
1969,Colorado,31.64,21.05,9.14,6.30,2.79,1.03
1969,Connecticut,34.80,25.31,12.29,8.41,4.45,1.97
1969,Delaware,33.45,24.55,13.14,10.14,6.73,3.20
1969,District of Columbia,31.43,22.11,10.31,7.51,3.61,1.42
1969,Florida,36.99,26.13,12.29,8.83,4.44,1.95
1969,Georgia,34.23,23.66,10.78,7.61,3.36,1.63
1969,Hawaii,24.73,16.56,7.41,5.10,2.47,1.06
1969,Idaho,29.64,20.04,8.38,5.26,2.11,0.88
1969,Illinois,32.70,22.88,10.38,7.21,3.59,1.57
1969,Indiana,31.83,20.90,9.24,6.29,2.82,1.18
1969,Iowa,30.28,20.14,8.50,5.51,2.29,0.99
1969,Kansas,32.47,22.11,9.59,6.46,2.91,1.38
1969,Kentucky,33.57,23.10,10.05,6.63,2.72,0.99
1969,Louisiana,34.71,24.03,11.06,7.50,3.29,1.23
1969,Maine,30.66,21.24,9.15,5.90,2.45,1.00
1969,Maryland,31.21,21.03,8.90,6.12,2.80,1.17
1969,Massachusetts,33.49,23.52,10.40,7.13,3.39,1.27
1969,Michigan,31.89,21.87,9.75,6.89,3.35,1.39
1969,Minnesota,31.67,21.17,9.71,6.88,3.37,1.52
1969,Mississippi,34.82,23.58,10.52,6.84,2.63,0.91
1969,Missouri,34.61,23.66,10.85,7.60,3.66,1.55
1969,Montana,30.57,20.73,8.25,5.28,2.09,0.78
1969,Nebraska,31.29,21.26,9.13,6.07,2.57,1.06
1969,Nevada,33.24,24.58,13.63,11.10,8.17,7.10
1969,New Hampshire,28.67,19.20,8.19,5.36,2.22,0.84
1969,New Jersey,32.44,22.68,10.14,6.82,3.40,1.69
1969,New Mexico,31.64,20.45,8.29,5.70,2.52,1.22
1969,New York,36.93,26.68,13.28,9.29,5.05,2.32
1969,North Carolina,31.52,21.98,9.88,6.52,2.79,1.07
1969,North Dakota,27.93,18.77,7.18,4.71,1.65,0.38
1969,Ohio,32.11,21.51,9.67,6.95,3.38,1.45
1969,Oklahoma,34.54,23.97,10.85,7.25,3.25,1.28
1969,Oregon,33.10,22.08,9.51,6.38,2.93,1.13
1969,Pennsylvania,32.90,22.61,10.18,7.24,3.55,1.49
1969,Rhode Island,30.88,21.38,9.64,6.92,3.28,1.35
1969,South Carolina,30.18,20.69,8.95,5.76,2.23,0.80
1969,South Dakota,29.27,20.04,8.37,5.01,1.83,0.55
1969,Tennessee,35.16,24.61,11.24,7.62,3.42,1.39
1969,Texas,34.54,23.81,11.11,8.02,4.14,1.80
1969,Utah,30.24,19.67,8.22,5.27,2.11,0.60
1969,Vermont,31.45,21.42,9.10,6.07,2.77,1.20
1969,Virginia,30.58,20.31,7.97,5.34,2.36,0.99
1969,Washington,31.13,20.66,8.20,5.49,2.48,0.99
1969,West Virginia,35.29,24.20,10.26,6.87,2.81,1.03
1969,Wisconsin,30.69,20.32,8.93,6.00,2.47,0.90
1969,Wyoming,29.60,20.12,8.62,5.59,2.36,0.92
1970,United States,32.63,21.66,9.03,6.25,2.78,1.00
1970,Alabama,35.17,22.21,9.35,6.20,2.34,0.80
1970,Alaska,21.55,13.17,4.51,3.03,1.04,0.42
1970,Arizona,31.85,20.95,8.55,5.88,2.27,0.74
1970,Arkansas,37.10,24.06,10.13,6.44,2.45,0.80
1970,California,30.74,20.12,8.26,5.66,2.57,0.91
1970,Colorado,30.03,19.44,7.71,5.20,2.04,0.68
1970,Connecticut,32.75,22.50,10.01,6.35,2.87,1.08
1970,Delaware,33.33,23.17,11.39,8.28,4.98,2.20
1970,District of Columbia,31.39,21.25,9.60,6.48,2.81,0.95
1970,Florida,35.85,23.99,10.58,7.27,3.31,1.26
1970,Georgia,33.64,21.73,9.08,6.07,2.36,0.80
1970,Hawaii,24.55,15.68,6.12,3.96,1.62,0.44
1970,Idaho,30.21,19.04,7.44,4.63,1.63,0.55
1970,Illinois,31.61,21.04,9.00,6.02,2.71,1.03
1970,Indiana,31.80,20.17,8.56,5.69,2.32,0.87
1970,Iowa,30.49,19.11,7.75,4.87,1.75,0.50
1970,Kansas,32.38,20.72,8.59,5.66,2.20,0.85
1970,Kentucky,34.53,22.11,9.74,6.32,2.55,0.89
1970,Louisiana,34.59,22.45,9.86,6.62,2.69,0.91
1970,Maine,30.34,19.40,8.28,5.16,1.88,0.61
1970,Maryland,29.39,18.78,7.18,4.76,1.97,0.59
1970,Massachusetts,32.16,21.50,9.12,5.97,2.57,0.80
1970,Michigan,31.84,20.99,8.82,6.08,2.76,1.11
1970,Minnesota,30.69,19.94,8.29,5.67,2.44,0.97
1970,Mississippi,35.16,22.80,9.62,6.12,2.26,0.71
1970,Missouri,33.81,21.64,9.33,6.38,2.70,0.95
1970,Montana,29.34,18.31,7.28,4.45,1.76,0.75
1970,Nebraska,31.81,20.22,8.09,5.23,1.99,0.69
1970,Nevada,27.86,18.48,8.39,5.84,2.68,0.92
1970,New Hampshire,31.24,20.16,8.17,5.44,1.87,0.60
1970,New Jersey,31.64,20.89,8.60,5.57,2.44,0.90
1970,New Mexico,32.00,20.12,7.89,4.95,1.99,0.73
1970,New York,34.83,23.84,11.01,7.34,3.55,1.52
1970,North Carolina,32.43,20.84,9.03,5.98,2.33,0.85
1970,North Dakota,29.33,18.14,6.91,4.23,1.46,0.41
1970,Ohio,31.15,20.30,8.58,6.01,2.55,0.92
1970,Oklahoma,34.46,21.97,9.61,6.28,2.47,0.83
1970,Oregon,32.44,20.41,8.05,5.18,1.92,0.66
1970,Pennsylvania,32.59,21.27,9.09,6.35,2.74,1.02
1970,Rhode Island,30.13,19.68,8.64,5.92,2.41,0.73
1970,South Carolina,30.33,18.95,7.80,4.96,1.77,0.51
1970,South Dakota,28.49,18.11,6.99,4.22,1.35,0.33
1970,Tennessee,35.70,23.05,10.05,6.69,2.66,0.93
1970,Texas,34.21,22.46,9.90,7.06,3.33,1.41
1970,Utah,29.84,18.36,7.37,4.67,1.71,0.51
1970,Vermont,32.23,20.37,7.61,4.79,1.90,0.74
1970,Virginia,30.83,19.73,7.27,4.87,1.87,0.68
1970,Washington,30.36,19.38,7.48,4.86,1.89,0.65
1970,West Virginia,36.09,22.85,9.76,6.35,2.56,0.89
1970,Wisconsin,30.22,19.17,7.84,5.21,1.98,0.67
1970,Wyoming,28.90,18.39,8.37,5.94,2.80,1.38
1971,United States,33.34,22.26,9.40,6.56,2.99,1.11
1971,Alabama,36.45,23.34,9.88,6.66,2.59,0.79
1971,Alaska,23.31,14.66,4.84,3.25,1.16,0.26
1971,Arizona,32.22,21.56,8.94,6.06,2.64,0.81
1971,Arkansas,37.86,24.56,10.55,6.84,2.62,0.91
1971,California,31.67,20.81,8.63,6.03,2.81,1.09
1971,Colorado,30.89,20.31,8.23,5.61,2.38,0.74
1971,Connecticut,34.41,23.67,10.61,7.07,3.28,1.35
1971,Delaware,33.27,22.78,11.24,8.20,4.84,2.12
1971,District of Columbia,31.46,21.38,9.54,6.68,3.03,1.12
1971,Florida,36.60,25.23,11.53,7.92,3.70,1.50
1971,Georgia,34.03,22.56,9.45,6.66,2.79,0.93
1971,Hawaii,24.40,15.71,6.41,4.26,1.89,0.63
1971,Idaho,30.79,19.51,7.69,4.75,1.64,0.41
1971,Illinois,32.33,21.42,9.24,6.26,2.78,1.02
1971,Indiana,32.40,21.36,8.69,6.14,2.51,0.91
1971,Iowa,31.50,19.95,8.34,5.62,2.14,0.82
1971,Kansas,33.56,22.18,8.78,6.12,2.32,0.78
1971,Kentucky,35.46,22.82,10.01,6.77,2.68,0.96
1971,Louisiana,36.33,23.78,10.34,7.31,3.12,0.98
1971,Maine,31.74,20.14,8.71,5.68,2.05,0.73
1971,Maryland,30.31,19.37,7.46,4.93,2.09,0.62
1971,Massachusetts,32.95,22.12,9.41,6.23,2.69,0.86
1971,Michigan,32.62,21.42,8.75,6.09,2.77,1.05
1971,Minnesota,31.15,20.45,8.42,5.98,2.45,0.87
1971,Mississippi,35.47,23.23,10.09,6.57,2.37,0.64
1971,Missouri,34.18,22.68,9.60,6.91,3.03,1.05
1971,Montana,30.90,19.73,7.61,4.73,1.70,0.47
1971,Nebraska,31.64,20.54,8.26,5.62,2.14,0.78
1971,Nevada,29.94,20.39,9.04,6.27,2.99,1.28
1971,New Hampshire,31.36,20.56,8.64,5.52,2.26,0.89
1971,New Jersey,32.72,21.80,9.30,6.08,2.76,1.09
1971,New Mexico,31.89,20.30,7.84,5.24,2.06,0.68
1971,New York,35.79,24.66,11.45,7.76,3.84,1.68
1971,North Carolina,33.33,21.55,9.24,6.42,2.61,0.95
1971,North Dakota,28.48,17.89,6.98,4.21,1.30,0.36
1971,Ohio,31.81,21.06,8.85,6.22,2.68,0.91
1971,Oklahoma,35.01,22.55,9.75,6.68,2.70,0.93
1971,Oregon,33.17,21.79,8.69,5.99,2.55,1.15
1971,Pennsylvania,33.30,22.35,9.38,6.68,2.98,1.15
1971,Rhode Island,31.38,20.93,8.74,6.11,2.58,0.93
1971,South Carolina,31.00,19.49,8.12,5.39,1.98,0.63
1971,South Dakota,28.80,17.94,7.10,4.47,1.57,0.41
1971,Tennessee,37.44,24.77,10.74,7.63,3.27,1.17
1971,Texas,35.19,23.96,10.80,7.80,3.89,1.92
1971,Utah,30.12,19.67,7.50,5.00,1.85,0.58
1971,Vermont,32.64,20.79,8.57,5.96,2.41,1.03
1971,Virginia,31.31,20.21,7.61,5.34,2.11,0.73
1971,Washington,31.79,20.56,7.92,5.40,2.15,0.75
1971,West Virginia,36.75,23.56,10.14,6.80,2.79,1.08
1971,Wisconsin,31.04,20.43,8.11,5.59,2.13,0.72
1971,Wyoming,30.95,20.05,8.82,6.24,2.97,1.67
1972,United States,33.59,22.52,9.64,6.78,3.13,1.18
1972,Alabama,36.10,23.54,9.85,7.19,3.00,0.97
1972,Alaska,22.67,13.97,4.82,3.27,1.22,0.30
1972,Arizona,31.92,21.42,8.95,6.09,2.69,0.81
1972,Arkansas,36.92,24.37,10.60,7.37,2.84,0.97
1972,California,32.39,21.44,8.99,6.32,2.98,1.18
1972,Colorado,31.45,20.73,8.47,5.70,2.42,0.71
1972,Connecticut,34.92,24.21,10.82,7.64,3.66,1.62
1972,Delaware,32.82,22.53,11.17,8.63,5.38,2.42
1972,District of Columbia,29.64,20.66,9.77,6.81,3.18,1.01
1972,Florida,37.22,26.13,12.35,8.46,3.99,1.52
1972,Georgia,34.37,23.24,9.82,6.89,2.92,0.87
1972,Hawaii,25.21,16.25,7.00,4.65,2.08,0.78
1972,Idaho,28.21,17.99,7.35,4.95,1.88,0.69
1972,Illinois,33.50,22.36,9.66,6.62,3.08,1.24
1972,Indiana,32.73,21.57,9.00,6.50,2.91,1.04
1972,Iowa,31.51,20.80,8.35,6.06,2.47,0.98
1972,Kansas,32.72,21.94,8.74,6.17,2.60,0.86
1972,Kentucky,35.39,23.37,9.81,7.07,3.00,1.04
1972,Louisiana,36.02,24.22,10.48,7.60,3.39,1.17
1972,Maine,31.15,20.22,8.11,5.58,2.11,0.65
1972,Maryland,30.33,19.77,7.91,5.23,2.26,0.71
1972,Massachusetts,33.13,22.22,9.57,6.38,2.74,0.86
1972,Michigan,33.17,21.57,8.85,6.20,2.84,1.07
1972,Minnesota,31.59,20.76,8.72,6.24,2.83,1.06
1972,Mississippi,35.59,23.25,9.79,6.90,2.65,0.71
1972,Missouri,34.11,22.76,9.71,7.02,3.15,1.07
1972,Montana,28.41,18.02,6.90,4.61,1.80,0.59
1972,Nebraska,31.59,20.99,8.58,6.25,2.72,1.08
1972,Nevada,29.63,19.90,10.02,7.18,3.84,1.66
1972,New Hampshire,32.05,21.33,8.52,6.13,2.65,0.84
1972,New Jersey,33.86,22.72,9.75,6.49,2.99,1.19
1972,New Mexico,31.30,20.45,7.89,5.54,2.38,0.84
1972,New York,36.19,24.78,11.46,7.92,3.91,1.70
1972,North Carolina,32.57,21.85,9.10,6.47,2.62,0.73
1972,North Dakota,25.24,15.78,6.15,3.88,1.24,0.29
1972,Ohio,31.67,21.11,8.85,6.30,2.80,0.92
1972,Oklahoma,35.53,23.66,10.11,7.47,3.18,0.98
1972,Oregon,32.53,21.71,9.21,6.73,3.27,1.42
1972,Pennsylvania,32.86,22.07,9.53,6.83,3.16,1.24
1972,Rhode Island,30.98,20.95,9.31,7.01,3.48,1.71
1972,South Carolina,31.47,20.54,8.37,5.99,2.27,0.71
1972,South Dakota,27.18,17.19,6.83,4.35,1.55,0.42
1972,Tennessee,36.26,24.38,10.69,7.76,3.42,1.25
1972,Texas,35.70,24.56,11.41,8.27,4.13,1.94
1972,Utah,29.23,18.83,7.34,5.18,2.06,0.60
1972,Vermont,30.48,19.88,7.77,5.46,2.52,1.03
1972,Virginia,32.12,20.96,7.76,5.46,2.38,0.70
1972,Washington,32.56,21.36,8.14,5.82,2.41,0.86
1972,West Virginia,36.20,23.04,9.77,6.71,2.61,0.81
1972,Wisconsin,31.09,20.41,8.33,5.97,2.53,0.91
1972,Wyoming,28.94,19.10,7.61,5.43,2.31,0.56
1973,United States,33.33,22.21,9.16,6.30,2.76,0.94
1973,Alabama,34.93,23.21,9.43,7.01,2.86,0.82
1973,Alaska,23.25,14.15,5.15,3.32,1.28,0.30
1973,Arizona,31.23,20.88,8.63,5.78,2.40,0.77
1973,Arkansas,36.59,24.68,10.50,7.35,2.91,0.74
1973,California,32.01,21.07,8.70,5.94,2.65,0.92
1973,Colorado,30.62,19.98,7.95,5.35,2.23,0.62
1973,Connecticut,33.74,23.18,9.53,6.83,2.98,1.07
1973,Delaware,32.82,22.69,10.91,8.29,4.94,2.42
1973,District of Columbia,31.21,21.06,8.89,6.07,2.92,1.11
1973,Florida,36.64,25.67,11.44,8.15,3.76,1.47
1973,Georgia,34.10,23.12,9.33,6.46,2.68,0.86
1973,Hawaii,26.07,17.18,7.07,4.79,2.21,0.86
1973,Idaho,30.41,20.35,8.01,5.49,2.30,0.61
1973,Illinois,32.60,21.72,9.18,6.18,2.69,1.00
1973,Indiana,31.29,20.31,8.13,5.84,2.43,0.68
1973,Iowa,30.43,20.14,7.82,5.26,2.14,0.61
1973,Kansas,32.86,22.03,8.71,5.83,2.49,0.78
1973,Kentucky,34.15,22.78,9.41,6.88,2.80,0.81
1973,Louisiana,34.84,23.49,10.12,7.17,2.92,0.83
1973,Maine,31.44,21.01,8.13,5.77,2.09,0.55
1973,Maryland,30.50,19.72,7.63,4.99,2.09,0.63
1973,Massachusetts,33.31,22.04,9.01,5.98,2.49,0.78
1973,Michigan,32.03,20.88,8.38,5.81,2.55,0.89
1973,Minnesota,30.33,19.73,7.72,5.41,2.38,0.77
1973,Mississippi,34.54,22.79,9.52,6.94,2.75,0.67
1973,Missouri,33.06,21.85,8.95,6.32,2.69,0.84
1973,Montana,30.62,20.21,7.74,5.24,2.15,0.51
1973,Nebraska,32.33,21.88,8.80,5.69,2.28,0.68
1973,Nevada,30.70,20.92,9.80,7.15,3.59,1.40
1973,New Hampshire,31.24,20.34,7.97,5.71,2.44,0.81
1973,New Jersey,32.48,21.79,8.89,6.06,2.61,0.85
1973,New Mexico,32.03,20.88,7.97,5.88,2.43,0.86
1973,New York,35.52,24.11,10.42,7.34,3.42,1.34
1973,North Carolina,30.66,20.32,8.31,5.83,2.36,0.58
1973,North Dakota,23.99,15.86,5.79,3.64,1.26,0.32
1973,Ohio,31.62,20.78,8.30,5.80,2.41,0.71
1973,Oklahoma,34.71,23.45,9.42,6.78,2.84,0.76
1973,Oregon,32.69,21.80,8.92,6.43,2.98,1.16
1973,Pennsylvania,32.43,21.50,8.85,6.25,2.74,0.94
1973,Rhode Island,32.55,21.93,8.86,6.10,2.64,0.86
1973,South Carolina,30.43,20.07,8.08,5.91,2.32,0.67
1973,South Dakota,27.39,18.12,6.48,4.60,1.58,0.46
1973,Tennessee,35.71,24.23,9.95,7.09,2.95,0.98
1973,Texas,35.11,24.11,11.03,7.81,3.70,1.50
1973,Utah,29.60,19.05,7.39,5.30,2.06,0.55
1973,Vermont,31.34,20.46,7.68,5.61,2.11,0.67
1973,Virginia,31.45,20.42,7.54,5.15,2.16,0.66
1973,Washington,32.68,21.32,8.13,5.71,2.41,0.75
1973,West Virginia,36.54,24.04,9.69,7.19,2.70,0.87
1973,Wisconsin,29.91,19.21,7.61,5.36,2.21,0.63
1973,Wyoming,30.25,20.14,8.28,5.88,2.70,1.05
1974,United States,33.31,22.12,9.12,6.31,2.73,0.88
1974,Alabama,35.39,23.41,9.51,7.07,2.88,0.79
1974,Alaska,21.92,13.65,4.68,3.27,1.23,0.29
1974,Arizona,31.11,20.50,8.41,5.67,2.33,0.68
1974,Arkansas,36.13,24.29,10.41,7.40,2.98,0.85
1974,California,31.99,21.00,8.61,5.97,2.62,0.86
1974,Colorado,30.67,20.02,7.96,5.44,2.34,0.74
1974,Connecticut,34.22,23.05,9.44,6.96,3.02,1.02
1974,Delaware,32.88,21.90,9.85,7.42,4.13,1.76
1974,District of Columbia,30.91,20.69,8.61,6.15,2.79,0.85
1974,Florida,35.85,24.74,10.88,7.81,3.57,1.33
1974,Georgia,33.74,22.47,8.95,6.18,2.49,0.70
1974,Hawaii,25.73,16.53,6.71,4.61,2.07,0.69
1974,Idaho,30.36,20.08,8.04,5.39,2.21,0.61
1974,Illinois,32.56,21.59,8.88,6.16,2.59,0.85
1974,Indiana,31.99,20.76,8.44,5.97,2.45,0.68
1974,Iowa,31.43,20.69,8.11,5.39,2.14,0.57
1974,Kansas,33.56,22.64,8.99,6.13,2.60,0.80
1974,Kentucky,35.12,23.49,10.04,7.47,3.29,1.13
1974,Louisiana,35.38,23.79,10.22,7.24,2.98,0.84
1974,Maine,31.64,20.92,8.04,5.78,2.21,0.55
1974,Maryland,30.28,19.10,7.31,4.89,2.01,0.56
1974,Massachusetts,33.67,22.25,8.97,6.00,2.43,0.67
1974,Michigan,32.41,21.06,8.49,5.84,2.47,0.76
1974,Minnesota,30.99,20.27,8.08,5.54,2.36,0.67
1974,Mississippi,34.69,22.91,9.47,6.87,2.68,0.61
1974,Missouri,33.89,22.34,9.17,6.46,2.72,0.81
