Year,Sport,D1Teams,D1Athletes,D1AvgSquad,D2Teams,D2Athletes,D2AvgSquad,D3Teams,D3Athletes,D3AvgSquad,TotalNCAATeams,TotalNCAAAthletes,AvgNCAASquad
1998-1999,M_Archery,4,43,10.7,0,N/A,N/A,2,20,10,6,63,10.5
1998-1999,M_Archery,4,86,21.5,0,N/A,N/A,2,20,10,6,106,17.7
1999-2000,M_Archery,1,9,9,0,N/A,N/A,0,N/A,N/A,1,9,9
1999-2000,M_Archery,3,53,17.7,0,N/A,N/A,0,N/A,N/A,3,53,17.7
2000-2001,M_Archery,1,11,11,0,N/A,N/A,0,N/A,N/A,1,11,11
2000-2001,M_Archery,3,46,15.3,0,N/A,N/A,0,N/A,N/A,3,46,15.3
2001-2002,M_Archery,1,8,8,0,N/A,N/A,0,N/A,N/A,1,8,8
2001-2002,M_Archery,3,41,13.7,0,N/A,N/A,0,N/A,N/A,3,41,13.7
2002-2003,M_Archery,1,14,14,0,N/A,N/A,0,N/A,N/A,1,14,14
2002-2003,M_Archery,3,43,14.3,0,N/A,N/A,0,N/A,N/A,3,43,14.3
2003-2004,M_Archery,1,8,8,0,N/A,N/A,0,N/A,N/A,1,8,8
2003-2004,M_Archery,3,46,15.3,0,N/A,N/A,0,N/A,N/A,3,46,15.3
2004-2005,M_Archery,1,11,11,0,N/A,N/A,0,N/A,N/A,1,11,11
2004-2005,M_Archery,3,44,14.7,0,N/A,N/A,0,N/A,N/A,3,44,14.7
2005-2006,M_Archery,1,11,11,0,N/A,N/A,0,N/A,N/A,1,11,11
2005-2006,M_Archery,2,21,10.5,0,N/A,N/A,0,N/A,N/A,2,21,10.5
2006-2007,M_Archery,1,9,9,0,N/A,N/A,0,N/A,N/A,1,9,9
2006-2007,M_Archery,2,23,11.5,0,N/A,N/A,0,N/A,N/A,2,23,11.5
2007-2008,M_Archery,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2007-2008,M_Archery,1,12,12,0,N/A,N/A,0,N/A,N/A,1,12,12
2008-2009,M_Archery,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2008-2009,M_Archery,1,12,12,0,N/A,N/A,0,N/A,N/A,1,12,12
2009-2010,M_Archery,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2009-2010,M_Archery,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2010-2011,M_Archery,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2010-2011,M_Archery,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2011-2012,M_Archery,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2011-2012,M_Archery,0,0,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2012-2013,M_Archery,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2012-2013,M_Archery,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2013-2014,M_Archery,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2013-2014,M_Archery,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2014-2015,M_Archery,0,0,N/A,0,0,N/A,0,0,N/A,0,0,N/A
2014-2015,M_Archery,0,0,N/A,0,0,N/A,0,0,N/A,0,0,N/A
2015-2016,M_Archery,0,0,N/A,0,0,N/A,0,0,N/A,0,0,N/A
2015-2016,M_Archery,0,0,N/A,0,0,N/A,0,0,N/A,0,0,N/A
2016-2017,M_Archery,0,0,N/A,0,0,N/A,0,0,N/A,0,0,N/A
2016-2017,M_Archery,0,0,N/A,0,0,N/A,0,0,N/A,0,0,N/A
2017-2018,M_Archery,0,0,N/A,0,0,N/A,0,0,N/A,0,0,N/A
2017-2018,M_Archery,0,0,N/A,0,0,N/A,0,0,N/A,0,0,N/A
2018-2019,M_Archery,0,0,N/A,0,0,N/A,0,0,N/A,0,0,N/A
2018-2019,M_Archery,0,0,N/A,0,0,N/A,0,0,N/A,0,0,N/A
2019-2020,M_Archery,0,0,N/A,0,0,N/A,0,0,N/A,0,0,N/A
2019-2020,M_Archery,0,0,N/A,0,0,N/A,0,0,N/A,0,0,N/A
2020-2021,M_Archery,0,0,N/A,0,0,N/A,0,0,N/A,0,0,N/A
2020-2021,M_Archery,0,0,N/A,0,0,N/A,0,0,N/A,0,0,N/A
2021-2022,M_Archery,0,0,N/A,0,0,N/A,0,0,N/A,0,0,N/A
2021-2022,M_Archery,0,0,N/A,0,0,N/A,0,0,N/A,0,0,N/A
2022-2023,M_Archery,0,0,N/A,0,0,N/A,0,0,N/A,0,0,N/A
2022-2023,M_Archery,0,0,N/A,0,0,N/A,0,0,N/A,0,0,N/A
1998-1999,M_Badminton,2,18,9,0,N/A,N/A,2,8,4,4,26,6.5
1999-2000,M_Badminton,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2000-2001,M_Badminton,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2001-2002,M_Badminton,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2002-2003,M_Badminton,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2003-2004,M_Badminton,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2004-2005,M_Badminton,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2005-2006,M_Badminton,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2006-2007,M_Badminton,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2007-2008,M_Badminton,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2008-2009,M_Badminton,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2009-2010,M_Badminton,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2010-2011,M_Badminton,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2011-2012,M_Badminton,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2012-2013,M_Badminton,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2013-2014,M_Badminton,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2014-2015,M_Badminton,0,0,N/A,0,0,N/A,0,0,N/A,0,0,N/A
2015-2016,M_Badminton,0,0,N/A,0,0,N/A,0,0,N/A,0,0,N/A
2016-2017,M_Badminton,0,0,N/A,0,0,N/A,0,0,N/A,0,0,N/A
2017-2018,M_Badminton,0,0,N/A,0,0,N/A,0,0,N/A,0,0,N/A
2018-2019,M_Badminton,0,0,N/A,0,0,N/A,0,0,N/A,0,0,N/A
2019-2020,M_Badminton,0,0,N/A,0,0,N/A,0,0,N/A,0,0,N/A
2020-2021,M_Badminton,0,0,N/A,0,0,N/A,0,0,N/A,0,0,N/A
2021-2022,M_Badminton,0,0,N/A,0,0,N/A,0,0,N/A,0,0,N/A
2022-2023,M_Badminton,0,0,N/A,0,0,N/A,0,0,N/A,0,0,N/A
1981-1982,M_Baseball,254,"7,461",29.4,148,"3,932",26.6,240,"5,836",24.3,642,"17,229",26.8
1982-1983,M_Baseball,254,"8,121",32,151,"4,574",30.3,245,"6,525",26.6,650,"19,220",29.6
1983-1984,M_Baseball,256,"8,911",34.8,150,"4,568",30.5,244,"6,878",28.2,650,"20,357",31.3
1984-1985,M_Baseball,263,"10,015",38.1,141,"4,650",33,248,"7,452",30,652,"22,117",33.9
1985-1986,M_Baseball,265,"10,284",38.8,141,"4,615",32.7,251,"7,405",29.5,657,"22,304",33.9
1986-1987,M_Baseball,271,"9,577",35.3,133,"4,244",31.9,258,"7,234",28,662,"21,055",31.8
1987-1988,M_Baseball,270,"8,832",32.7,133,"3,683",27.7,263,"6,764",25.7,666,"19,279",28.9
1988-1989,M_Baseball,268,"8,898",33.2,142,"4,090",28.8,257,"6,682",26,667,"19,670",29.5
1989-1990,M_Baseball,268,"8,809",32.9,146,"4,095",28,258,"6,662",25.8,672,"19,566",29.1
1990-1991,M_Baseball,271,"9,065",33.5,156,"4,661",29.9,265,"6,832",25.8,692,"20,558",29.7
1991-1992,M_Baseball,274,"9,374",34.2,168,"5,020",29.9,271,"6,810",25.1,713,"21,204",29.7
1992-1993,M_Baseball,274,"9,316",34,174,"5,324",30.6,282,"7,106",25.2,730,"21,746",29.8
1993-1994,M_Baseball,276,"9,550",34.6,194,"5,859",30.2,281,"7,166",25.5,751,"22,575",30.1
1994-1995,M_Baseball,276,"9,200",33.3,195,"5,831",29.9,292,"7,388",25.3,763,"22,419",29.4
1995-1996,M_Baseball,281,"9,357",33.3,226,"6,983",30.9,320,"8,448",26.4,827,"24,789",30
1996-1997,M_Baseball,275,"9,295",33.8,226,"7,074",31.3,319,"8,422",26.4,820,"24,790",30.2
1997-1998,M_Baseball,274,"9,234",33.7,224,"6,944",31,319,"8,613",27,817,"24,791",30.3
1998-1999,M_Baseball,276,"9,108",33,232,"7,331",31.6,336,"9,240",27.5,844,"25,679",30.4
1999-2000,M_Baseball,284,"9,315",32.8,231,"7,115",30.8,342,"9,508",27.8,857,"25,938",30.3
2000-2001,M_Baseball,285,"9,491",33.3,232,"7,169",30.9,343,"9,535",27.8,860,"26,195",30.5
2001-2002,M_Baseball,286,"9,460",33.1,233,"7,060",30.3,347,"9,823",28.3,866,"26,343",30.4
2002-2003,M_Baseball,286,"9,607",33.6,227,"7,394",32.6,348,"10,047",28.9,861,"27,048",31.4
2003-2004,M_Baseball,286,"9,749",34.1,227,"7,269",32,351,"10,244",29.2,864,"27,262",31.6
2004-2005,M_Baseball,286,"9,996",35,228,"7,450",32.7,359,"10,563",29.4,873,"28,009",32.1
2005-2006,M_Baseball,286,"10,011",35,241,"8,100",33.6,363,"10,656",29.4,890,"28,767",32.3
2006-2007,M_Baseball,284,"10,039",35.3,247,"8,278",33.5,366,"11,169",30.5,897,"29,486",32.9
2007-2008,M_Baseball,287,"10,195",35.5,250,"8,603",34.4,369,"11,588",31.4,906,"30,386",33.5
2008-2009,M_Baseball,292,"9,710",33.3,241,"8,412",34.9,372,"11,694",31.4,905,"29,816",32.9
2009-2010,M_Baseball,294,"9,964",33.9,242,"8,543",35.3,374,"11,858",31.7,910,"30,365",33.4
2010-2011,M_Baseball,293,"10,046",34.3,255,"9,248",36.3,374,"11,970",32,922,"31,264",33.9
2011-2012,M_Baseball,293,"10,093",34.4,264,"9,712",36.8,370,"12,194",33,927,"31,999",34.5
2012-2013,M_Baseball,297,"10,160",34.2,266,"9,846",37,373,"12,444",33.4,936,"32,450",34.7
2013-2014,M_Baseball,297,"10,338",34.8,267,"10,164",38.1,379,"12,929",34.1,943,"33,431",35.5
2014-2015,M_Baseball,295,"10,396",35.2,271,"10,522",38.8,385,"13,280",34.5,951,"34,198",36
2015-2016,M_Baseball,295,"10,429",35.4,270,"10,660",39.5,383,"13,465",35.2,948,"34,554",36.4
2016-2017,M_Baseball,295,"10,453",35.4,270,"10,752",39.8,385,"13,775",35.8,950,"34,980",36.8
2017-2018,M_Baseball,297,"10,601",35.7,267,"10,867",40.7,389,"13,992",36,953,"35,460",37.2
2018-2019,M_Baseball,297,"10,820",36.4,265,"11,014",41.6,389,"14,177",36.4,951,"36,011",37.9
2019-2020,M_Baseball,299,"10,867",36.3,261,"11,112",42.6,389,"14,371",36.9,949,"36,350",38.3
2020-2021,M_Baseball,295,"11,903",40.3,256,"11,558",45.1,389,"14,970",38.5,940,"38,431",40.9
2021-2022,M_Baseball,293,"11,633",39.7,257,"11,452",44.6,391,"15,381",39.3,941,"38,466",40.9
2022-2023,M_Baseball,295,11712,39.7,260,11616,44.7,388,15521,40,943,"38,849",41.2
1981-1982,M_Basketball,273,"4,122",15.1,190,"2,914",15.3,278,"4,542",16.3,741,"11,578",15.6
1982-1983,M_Basketball,274,"4,098",15,195,"3,155",16.2,285,"5,112",17.9,754,"12,365",16.4
1983-1984,M_Basketball,276,"4,270",15.5,188,"3,074",16.4,285,"5,415",19,749,"12,759",17
1984-1985,M_Basketball,282,"4,666",16.5,181,"3,107",17.2,289,"6,417",22.2,752,"14,190",18.9
1985-1986,M_Basketball,283,"4,471",15.8,184,"3,284",17.8,292,"6,176",21.2,759,"13,931",18.4
1986-1987,M_Basketball,290,"4,492",15.5,179,"2,733",15.3,291,"5,500",18.9,760,"12,725",16.7
1987-1988,M_Basketball,291,"4,380",15.1,175,"2,601",14.9,293,"5,060",17.3,759,"12,041",15.9
1988-1989,M_Basketball,293,"4,424",15.1,187,"2,768",14.8,288,"5,011",17.4,768,"12,203",15.9
1989-1990,M_Basketball,292,"4,396",15.1,189,"2,775",14.7,287,"4,965",17.3,768,"12,136",15.8
1990-1991,M_Basketball,295,"4,508",15.3,204,"3,080",15.1,296,"5,227",17.7,795,"12,815",16.1
1991-1992,M_Basketball,298,"4,536",15.2,214,"3,191",14.9,302,"5,128",17,814,"12,855",15.8
1992-1993,M_Basketball,298,"4,410",14.8,220,"3,300",15,313,"5,321",17,831,"13,031",15.7
1993-1994,M_Basketball,301,"4,455",14.8,241,"3,591",14.9,312,"5,304",17,854,"13,350",15.6
1994-1995,M_Basketball,302,"4,500",14.9,244,"3,538",14.5,322,"6,311",19.6,868,"14,349",16.5
1995-1996,M_Basketball,306,"4,590",15,277,"4,238",15.3,355,"6,461",18.2,938,"15,289",16.3
1996-1997,M_Basketball,307,"4,605",15,279,"4,213",15.1,355,"6,248",17.6,941,"15,066",16
1997-1998,M_Basketball,307,"4,636",15.1,276,"4,168",15.1,355,"6,284",17.7,938,"15,087",16.1
1998-1999,M_Basketball,312,"4,805",15.4,289,"4,335",15,379,"6,595",17.4,980,"15,734",16.1
1999-2000,M_Basketball,321,"4,815",15,287,"4,391",15.3,381,"6,668",17.5,989,"15,874",16.1
2000-2001,M_Basketball,321,"4,943",15.4,288,"4,435",15.4,382,"6,723",17.6,991,"16,102",16.2
2001-2002,M_Basketball,324,"4,986",15.4,284,"4,216",14.8,382,"6,681",17.5,990,"15,883",16
2002-2003,M_Basketball,326,"5,012",15.4,277,"4,266",15.4,384,"6,717",17.5,987,"15,995",16.2
2003-2004,M_Basketball,327,"4,995",15.3,278,"4,259",15.3,389,"6,774",17.4,994,"16,028",16.1
2004-2005,M_Basketball,326,"5,003",15.3,280,"4,374",15.6,394,"6,894",17.5,"1,000","16,271",16.3
2005-2006,M_Basketball,326,"4,996",15.3,289,"4,594",15.9,398,"6,981",17.5,"1,013","16,571",16.4
2006-2007,M_Basketball,326,"5,051",15.5,293,"4,666",15.9,403,"6,923",17.2,"1,022","16,640",16.3
2007-2008,M_Basketball,329,"5,119",15.6,293,"4,768",16.3,409,"7,194",17.6,"1,031","17,081",16.6
2008-2009,M_Basketball,332,"5,129",15.4,287,"4,644",16.2,411,"7,138",17.4,"1,030","16,911",16.4
2009-2010,M_Basketball,335,"5,182",15.5,289,"4,602",15.9,414,"7,224",17.4,"1,038","17,008",16.4
2010-2011,M_Basketball,337,"5,199",15.4,302,"5,000",16.6,412,"7,301",17.7,"1,051","17,500",16.7
2011-2012,M_Basketball,340,"5,265",15.5,310,"5,218",16.8,410,"7,407",18.1,"1,060","17,890",16.9
2012-2013,M_Basketball,346,"5,380",15.5,311,"5,190",16.7,414,"7,414",17.9,"1,071","17,984",16.8
2013-2014,M_Basketball,346,"5,445",15.7,315,"5,316",16.9,420,"7,559",18,"1,081","18,320",16.9
2014-2015,M_Basketball,345,"5,432",15.7,320,"5,527",17.3,424,"7,738",18.3,"1,089","18,697",17.2
2015-2016,M_Basketball,346,"5,472",15.8,320,"5,450",17,424,"7,762",18.3,"1,090","18,684",17.1
2016-2017,M_Basketball,347,"5,484",15.8,318,"5,395",17,424,"7,833",18.5,"1,089","18,712",17.2
2017-2018,M_Basketball,351,"5,537",15.8,314,"5,445",17.3,422,"7,834",18.6,"1,087","18,816",17.3
2018-2019,M_Basketball,351,"5,510",15.7,312,"5,523",17.7,423,"7,783",18.4,"1,086","18,816",17.3
2019-2020,M_Basketball,351,"5,549",15.8,309,"5,382",17.4,422,"7,771",18.4,"1,082","18,702",17.3
2020-2021,M_Basketball,350,"5,485",15.7,304,"5,343",17.6,417,"7,351",17.6,"1,071","18,179",17
2021-2022,M_Basketball,350,"5,617",16,306,"5,567",18.2,422,"8,087",19.2,"1,078","19,271",17.9
2022-2023,M_Basketball,352,5516,15.7,308,5585,18.1,417,8112,19.5,"1,077","19,213",17.8
1981-1982,M_Bowling,6,46,7.7,4,32,8,3,25,8.3,13,103,
1985-1986,M_Bowling,6,64,10.7,4,28,7,0,N/A,N/A,10,92,9.2
1998-1999,M_Bowling,6,86,14.3,4,56,14,0,N/A,N/A,10,142,14.2
1999-2000,M_Bowling,1,10,10,1,16,16,1,5,5,3,31,10.3
2000-2001,M_Bowling,0,N/A,N/A,1,16,16,0,N/A,N/A,1,16,16
2001-2002,M_Bowling,0,N/A,N/A,2,7,3.5,0,N/A,N/A,2,7,3.5
2002-2003,M_Bowling,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2003-2004,M_Bowling,0,N/A,N/A,1,25,25,0,N/A,N/A,1,25,25
2004-2005,M_Bowling,0,N/A,N/A,1,22,22,0,N/A,N/A,1,22,22
2005-2006,M_Bowling,0,N/A,N/A,1,18,18,1,15,15,2,33,16.5
2006-2007,M_Bowling,1,9,9,1,20,20,0,N/A,N/A,2,29,14.5
2007-2008,M_Bowling,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2008-2009,M_Bowling,0,N/A,N/A,1,35,35,0,N/A,N/A,1,35,35
2009-2010,M_Bowling,0,N/A,N/A,1,40,40,0,N/A,N/A,1,40,40
2010-2011,M_Bowling,0,N/A,N/A,1,39,39,0,N/A,N/A,1,39,39
2011-2012,M_Bowling,0,N/A,N/A,1,31,31,0,N/A,N/A,1,31,31
2012-2013,M_Bowling,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2013-2014,M_Bowling,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2014-2015,M_Bowling,0,0,N/A,0,0,N/A,0,0,N/A,0,0,N/A
2015-2016,M_Bowling,0,0,N/A,0,0,N/A,1,4,4,1,4,4
2016-2017,M_Bowling,0,0,N/A,1,12,12,1,5,5,2,17,8.5
2017-2018,M_Bowling,0,0,N/A,1,13,13,1,9,9,2,22,11
2018-2019,M_Bowling,0,0,N/A,1,11,11,2,24,12,3,35,11.7
2019-2020,M_Bowling,0,0,N/A,1,10,10,1,10,10,2,20,10
2020-2021,M_Bowling,0,0,N/A,2,19,9.5,1,8,8,3,27,9
2021-2022,M_Bowling,0,0,N/A,4,38,9.5,1,7,7,5,45,9
2022-2023,M_Bowling,0,0,N/A,6,63,10.5,1,8,8,7,71,10.1
1981-1982,M_Crew,31,"1,457",47,6,89,14.8,11,507,46.1,48,"2,053",
1982-1983,M_Crew,31,"1,625",52.4,8,221,27.6,11,499,45.4,50,"2,345",46.9
1983-1984,M_Crew,30,"1,452",48.4,8,204,25.5,10,545,54.5,48,"2,201",45.9
1984-1985,M_Crew,33,"1,940",58.8,8,229,28.6,12,563,46.9,53,"2,732",51.5
1985-1986,M_Crew,29,"1,834",63.2,7,149,21.3,10,356,35.6,46,"2,339",50.8
1986-1987,M_Crew,25,"1,161",46.4,5,115,23,11,382,34.7,41,"1,658",40.4
1987-1988,M_Crew,22,"1,125",51.1,6,173,28.8,12,445,37.1,40,"1,743",43.6
1988-1989,M_Crew,21,964,45.9,5,90,18,9,320,35.6,35,"1,374",39.3
1989-1990,M_Crew,22,977,44.4,5,86,,9,300,33.3,36,"1,363",37.9
1990-1991,M_Crew,24,813,33.9,6,66,11,13,485,37.3,43,"1,364",31.7
1991-1992,M_Crew,35,"1,558",44.5,3,60,20,13,396,30.5,51,"2,014",39.5
1992-1993,M_Crew,30,"1,311",43.7,7,153,21.9,14,514,36.7,51,"1,978",38.8
1993-1994,M_Crew,38,"1,653",43.5,7,132,18.9,15,537,35.8,60,"2,322",38.7
1994-1995,M_Crew,34,"1,411",41.5,9,171,19,16,486,30.4,59,"2,068",35.1
1981-1982,M_Cross Country,256,"3,915",15.3,161,"1,964",12.2,233,"3,087",13.2,650,"8,966",13.8
1982-1983,M_Cross Country,266,"4,239",15.9,168,"1,933",11.5,238,"3,223",13.5,672,"9,395",14
1983-1984,M_Cross Country,272,"4,260",15.7,166,"2,251",13.6,245,"3,584",14.6,683,"10,095",14.8
1984-1985,M_Cross Country,277,"4,462",16.1,163,"2,219",13.6,254,"4,039",15.9,694,"10,720",15.4
1985-1986,M_Cross Country,277,"4,335",15.6,154,"1,899",12.3,251,"3,677",14.6,682,"9,911",14.5
1986-1987,M_Cross Country,280,"4,309",15.4,150,"1,934",12.9,251,"3,519",14,681,"9,762",14.3
1987-1988,M_Cross Country,281,"3,982",14.2,144,"1,706",11.8,257,"3,454",13.4,682,"9,142",13.4
1988-1989,M_Cross Country,281,"4,131",14.7,147,"1,823",12.4,242,"3,388",14,670,"9,342",13.9
1989-1990,M_Cross Country,280,"4,074",14.6,153,"1,816",11.9,241,"3,253",13.5,674,"9,143",13.6
1990-1991,M_Cross Country,285,"4,067",14.3,162,"1,978",12.2,248,"3,435",13.9,695,"9,480",13.6
1991-1992,M_Cross Country,289,"4,237",14.7,165,"1,907",11.6,252,"3,334",13.2,706,"9,478",13.4
1992-1993,M_Cross Country,290,"4,263",14.7,174,"1,984",11.4,259,"3,419",13.2,723,"9,666",13.4
1993-1994,M_Cross Country,291,"4,452",15.3,184,"2,134",11.6,255,"3,264",12.8,730,"9,850",13.5
1994-1995,M_Cross Country,289,"4,451",15.4,186,"2,027",10.9,261,"3,263",12.5,736,"9,741",13.2
1995-1996,M_Cross Country,296,"4,381",14.8,215,"2,301",10.7,304,"4,104",13.5,815,"10,785",13.2
1996-1997,M_Cross Country,291,"4,278",14.7,204,"2,162",10.6,291,"3,725",12.8,786,"10,165",12.9
1997-1998,M_Cross Country,293,"4,454",15.2,207,"2,339",11.3,290,"3,741",12.9,790,"10,534",13.3
1998-1999,M_Cross Country,295,"4,189",14.2,224,"2,598",11.6,308,"4,158",13.5,827,"10,945",13.2
1999-2000,M_Cross Country,302,"4,349",14.4,211,"2,384",11.3,298,"4,053",13.6,811,"10,786",13.3
2000-2001,M_Cross Country,305,"4,331",14.2,230,"2,576",11.2,325,"4,258",13.1,860,"11,165",13
2001-2002,M_Cross Country,305,"4,252",13.9,223,"2,435",10.9,330,"4,153",12.6,858,"10,840",12.6
2002-2003,M_Cross Country,308,"4,407",14.3,218,"2,527",11.6,333,"4,333",13,859,"11,267",13.1
2003-2004,M_Cross Country,306,"4,291",14,224,"2,556",11.4,341,"4,426",13,871,"11,273",12.9
2004-2005,M_Cross Country,299,"4,332",14.5,222,"2,655",12,344,"4,651",13.5,865,"11,638",13.5
2005-2006,M_Cross Country,299,"4,337",14.5,234,"2,819",12.1,346,"4,737",13.7,879,"11,893",13.5
2006-2007,M_Cross Country,296,"4,390",14.8,245,"2,851",11.6,357,"4,961",13.9,898,"12,202",13.6
2007-2008,M_Cross Country,299,"4,453",14.9,245,"2,901",11.8,368,"5,124",13.9,912,"12,478",13.7
2008-2009,M_Cross Country,302,"4,652",15.4,239,"2,929",12.3,375,"5,434",14.5,916,"13,015",14.2
2009-2010,M_Cross Country,306,"4,796",15.7,238,"2,946",12.4,384,"5,734",14.9,928,"13,476",14.5
2010-2011,M_Cross Country,307,"4,844",15.8,257,"3,356",13.1,388,"5,776",14.9,952,"13,976",14.7
2011-2012,M_Cross Country,310,"4,766",15.4,262,"3,406",13,388,"5,819",15,960,"13,991",14.6
2012-2013,M_Cross Country,314,"4,789",15.3,266,"3,454",13,392,"5,935",15.1,972,"14,178",14.6
2013-2014,M_Cross Country,313,"4,779",15.3,269,"3,500",13,400,"5,939",14.8,982,"14,218",14.5
2014-2015,M_Cross Country,311,"4,845",15.6,277,"3,611",13,401,"5,874",14.6,989,"14,330",14.5
2015-2016,M_Cross Country,311,"4,799",15.4,280,"3,679",13.1,403,"5,934",14.7,994,"14,412",14.5
2016-2017,M_Cross Country,311,"4,797",15.4,280,"3,665",13.1,399,"5,888",14.8,990,"14,350",14.5
2017-2018,M_Cross Country,315,"4,872",15.5,277,"3,676",13.3,400,"5,722",14.3,992,"14,270",14.4
2018-2019,M_Cross Country,317,"4,906",15.5,275,"3,640",13.2,405,"5,757",14.2,997,"14,303",14.3
2019-2020,M_Cross Country,318,"4,957",15.6,280,"3,806",13.6,403,"5,761",14.3,"1,001","14,524",14.5
2020-2021,M_Cross Country,313,"4,811",15.4,268,"3,590",13.4,387,"5,088",13.1,968,"13,489",13.9
2021-2022,M_Cross Country,315,"5,032",16,277,"3,949",14.3,397,"5,809",14.6,989,"14,790",15
2022-2023,M_Cross Country,317,5023,15.8,279,4086,14.6,396,5678,14.3,992,"14,787",14.9
1998-1999,M_Equestrian,5,128,25.5,5,80,16,23,163,7.1,33,371,11.2
1999-2000,M_Equestrian,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2000-2001,M_Equestrian,0,N/A,N/A,3,50,16.7,7,85,12.1,10,135,13.5
2001-2002,M_Equestrian,0,N/A,N/A,3,63,21,5,24,4.8,8,87,10.9
2002-2003,M_Equestrian,0,N/A,N/A,0,N/A,N/A,5,56,11.2,5,56,11.2
2003-2004,M_Equestrian,0,N/A,N/A,0,N/A,N/A,4,49,12.3,4,49,12.3
2004-2005,M_Equestrian,0,N/A,N/A,0,N/A,N/A,3,28,9.3,3,28,9.3
2005-2006,M_Equestrian,0,N/A,N/A,0,N/A,N/A,8,95,11.9,8,95,11.9
2006-2007,M_Equestrian,0,N/A,N/A,0,N/A,N/A,8,92,11.5,8,92,11.5
2007-2008,M_Equestrian,0,N/A,N/A,0,N/A,N/A,2,4,2,2,4,2
2008-2009,M_Equestrian,0,N/A,N/A,0,N/A,N/A,3,9,3,3,9,3
2009-2010,M_Equestrian,0,N/A,N/A,0,N/A,N/A,5,8,1.6,5,8,1.6
2010-2011,M_Equestrian,0,N/A,N/A,0,N/A,N/A,7,11,1.6,7,11,1.6
2011-2012,M_Equestrian,1,1,1,0,N/A,N/A,7,15,2.1,8,16,2
2012-2013,M_Equestrian,1,2,1,0,N/A,N/A,10,20,2,11,22,2
2013-2014,M_Equestrian,1,2,2,0,N/A,N/A,8,19,2.4,9,21,2.3
2014-2015,M_Equestrian,1,1,1,0,0,N/A,8,18,2.3,9,19,2.1
2015-2016,M_Equestrian,1,2,1,0,0,N/A,6,13,2.2,7,15,2.1
2016-2017,M_Equestrian,0,0,N/A,0,0,N/A,7,14,2,7,14,2
2017-2018,M_Equestrian,0,0,N/A,0,0,N/A,6,14,2.3,6,14,2.3
2018-2019,M_Equestrian,0,0,N/A,0,0,N/A,7,11,1.6,7,11,1.6
2019-2020,M_Equestrian,0,0,N/A,0,0,N/A,5,31,6.2,5,31,6.2
2020-2021,M_Equestrian,0,0,N/A,0,0,N/A,8,18,2.3,8,18,2.3
2021-2022,M_Equestrian,0,0,N/A,0,0,N/A,6,11,1.8,6,11,1.8
2022-2023,M_Equestrian,0,0,N/A,0,0,N/A,3,7,2.3,3,7,2.3
2019-2020,M_Esport,0,0,N/A,1,27,27,4,88,22,5,115,23
2020-2021,M_Esport,1,26,26,1,5,5,6,106,17.7,8,137,17.1
2021-2022,M_Esport,1,25,25,2,38,19,12,315,26.2,15,378,25.2
